QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L300_N5000_x100
x[42] = -0.4760  job_id = 3bf0a3ac-dfac-48af-96d8-ac88d78067cd
x[43] = -0.4125  job_id = a4bd03b0-6fc2-424c-9470-afcc50fab94c
x[44] = -0.3491  job_id = cfefe63e-4292-45ea-bdda-09e005978a11
x[45] = -0.2856  job_id = 14edd39d-ca1a-4986-903b-7777575950e6
x[46] = -0.2221  job_id = be34fd30-a095-47cd-8add-bf63e257701b
x[47] = -0.1587  job_id = 9c4522a1-74af-4bf9-9fff-2128d4509e72
x[48] = -0.0952  job_id = 5dd28017-ee0b-45d5-9835-005ea01bb2e0
x[49] = -0.0317  job_id = 9d276544-997e-45d6-be16-cdd9c5f0dcd2
x[50] = +0.0317  job_id = 2156c59e-f155-42d8-af34-9dd0866580d9
x[51] = +0.0952  job_id = 10388010-d04d-4ad6-bd3e-f43549b257e5
x[52] = +0.1587  job_id = 140b6606-a599-4c4a-a68d-a29bc9aff5ad
x[53] = +0.2221  job_id = 6e44c3e8-9765-4196-8918-c269a7ef7d3b
x[54] = +0.2856  job_id = d1d07dcc-2525-47e6-b148-0dd2423f64c3
x[55] = +0.3491  job_id = 53579c31-e627-472b-92ce-2fe1a7ca35fb
x[56] = +0.4125  job_id = 4bf01d9a-0c6a-411c-b3fc-1dd9a35b5073
x[57] = +0.4760  job_id = 92c457c7-8af8-460c-a014-6ae028f095c2
x[58] = +0.5395  job_id = 04c401f7-d947-42b6-b907-d6e3adf27317
x[59] = +0.6029  job_id = bd591732-7334-475b-92ed-2ac98e434b26
x[60] = +0.6664  job_id = 927a973c-8f75-4fbd-975c-3338e20e8f39
x[61] = +0.7299  job_id = dcbcea7d-84e4-4d67-9ded-57f0a635888b
x[62] = +0.7933  job_id = e7ca5cc1-523b-46b1-9b53-5e51b4b59324
x[63] = +0.8568  job_id = a3b92628-813a-46d7-a178-4f69c34e8f81
x[64] = +0.9203  job_id = 3cd92d2b-dc9b-4fe3-9e3e-cd58806074f7
x[65] = +0.9837  job_id = 2f5eed73-59e8-434d-8de2-066e7af2a7ce
x[66] = +1.0472  job_id = d07c35d2-b1e9-4dfc-9fb5-7dc3faf6f907
x[67] = +1.1107  job_id = 5c16b4d2-8d52-48bd-9c64-9f1c58507ac1
x[68] = +1.1741  job_id = 98f74d2a-178a-4fd0-980b-b917b70b4a06
x[69] = +1.2376  job_id = b3e13eee-f018-4c7b-8eb7-1bf27a29dc72
x[70] = +1.3011  job_id = 100852ff-70e7-4526-bbc2-d47adc634b75
x[71] = +1.3645  job_id = 9f4f7c93-38b9-464f-98e2-36ddc0976b09
x[72] = +1.4280  job_id = 5064e2d1-df94-4e7c-8726-fe4a8ae3f521
x[73] = +1.4915  job_id = 104d6290-e282-4e85-b4e7-3bba00a010c7
x[74] = +1.5549  job_id = 770a1b86-4079-4134-ad6e-187845eab257
x[75] = +1.6184  job_id = c3d38e2e-523d-40b7-a2d5-61e17169e297
x[76] = +1.6819  job_id = 65662ec2-7c2a-41ea-9524-8409fa15351f
x[77] = +1.7453  job_id = 9d5d64b1-cc47-41d9-a583-0cfb3109be1d
x[78] = +1.8088  job_id = 31b95d64-5ed5-4a33-98fe-0d3e554132e3
x[79] = +1.8723  job_id = 43dccb32-224b-4142-8e2a-b6e29cc84a47
x[80] = +1.9357  job_id = 5dd21a52-868d-43fb-a443-3c7f9ce2f656
x[81] = +1.9992  job_id = 5e7ba87c-78a9-4484-952f-3f6ec35b6150
x[82] = +2.0627  job_id = ba9fa996-0753-46d7-925e-4b6576b8983e
x[83] = +2.1261  job_id = 671374ca-f8c5-4e1a-85fd-a243ca2bcf2d
x[84] = +2.1896  job_id = 986b3bd5-a898-4241-a9d6-6a7d176516b8
x[85] = +2.2531  job_id = 3fe4f3ea-503a-4908-89d4-6a2dfafd148e
x[86] = +2.3165  job_id = 5a58b46d-c55b-4802-8222-28352733c189
x[87] = +2.3800  job_id = c7401121-9591-4c08-873c-ec0584859442
x[88] = +2.4435  job_id = 88853832-79ff-422a-b899-d3a6b9fa1f72
x[89] = +2.5069  job_id = a0ab641c-c318-4e10-afb7-1a24bdadf43c
x[90] = +2.5704  job_id = ddb23814-96be-4edc-b54e-645acb3c5b15
x[91] = +2.6339  job_id = 031350fd-0688-4fd6-a12a-350d76323aba
x[92] = +2.6973  job_id = 21c88e51-743d-4da5-9058-a3badc39294e
x[93] = +2.7608  job_id = 218f160b-e993-4df7-886f-d83b51ee2fcc
x[94] = +2.8243  job_id = b4aba96c-4551-4e7c-a154-86f0c5c744ac
x[95] = +2.8877  job_id = 654c92fa-5bbb-4350-b177-d46744a55541
x[96] = +2.9512  job_id = 295ba105-7509-4b73-b434-812666f76582
x[97] = +3.0147  job_id = 32a3b9db-8122-44c8-99b2-2b67a63407eb
x[98] = +3.0781  job_id = 5caaa071-b052-4f90-8ad9-0bd9b9ccc008
x[99] = +3.1416  job_id = caab13cf-0614-4887-a9bf-c2633b4324ab
