QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L24_N5000_x100
x[43] = -0.4125  job_id = f4790c33-fefc-4abe-aebb-f0d41bb72efd
x[44] = -0.3491  job_id = b8bb7943-46f2-4f48-8504-74538324139f
x[45] = -0.2856  job_id = e7ad1e83-6b15-42c7-8cf5-1fa5678d4e1d
x[46] = -0.2221  job_id = 1e9c7e89-e4e8-41db-9610-249d7d64b5d9
x[47] = -0.1587  job_id = 52011d33-1c3a-4176-9bad-7580e2b646d8
x[48] = -0.0952  job_id = 9fe6a496-6c5a-42db-a7b0-9b09736b3135
x[49] = -0.0317  job_id = 0262b109-0ad7-494c-ac1e-268a30b88fa4
x[50] = +0.0317  job_id = 2e1b09a0-159b-43ba-9119-627a2930feca
x[51] = +0.0952  job_id = ac71d68d-1db5-473f-8167-b13e142cc02a
x[52] = +0.1587  job_id = 346e37fe-71f7-4871-832b-eefeed86ae60
x[53] = +0.2221  job_id = 2f4b3f8f-4290-4cba-b628-d0c494a2b9cb
x[54] = +0.2856  job_id = 91f06ace-d31e-4ff6-9723-26297e9aa711
x[55] = +0.3491  job_id = 2ac80fb6-abd3-45f3-b436-4b28eadd498e
x[56] = +0.4125  job_id = c5910533-dd39-47fb-abd9-c80e6f127ea7
x[57] = +0.4760  job_id = 5a292d0c-9f78-44be-bda8-e0ca74612fce
x[58] = +0.5395  job_id = 7c46b8a4-bc94-4cba-8d09-36a23f2918e5
x[59] = +0.6029  job_id = 54a6be0c-89a4-4bf4-ac54-f94963ea2e53
x[60] = +0.6664  job_id = 298bd592-86ab-4641-a476-48300c8a9c67
x[61] = +0.7299  job_id = 23d4546a-09c1-4f32-99cb-069de7617310
x[62] = +0.7933  job_id = 04605fab-224c-4ced-a7ff-11a8e1f2f225
x[63] = +0.8568  job_id = 9572d443-e161-47f9-8ae5-c49251f78403
x[64] = +0.9203  job_id = 21fb3024-5c5f-4c3a-b553-4ea0bdd22f74
x[65] = +0.9837  job_id = bdf6c029-8a9b-467e-bfcf-6763d8e468c2
x[66] = +1.0472  job_id = b98b3a8f-9c34-40ff-b340-af4146092431
x[67] = +1.1107  job_id = d19a4a48-ab4b-4ae4-880e-fe5295ebf0e6
x[68] = +1.1741  job_id = 8d5d608f-3c24-4082-bc05-6fd35227a518
x[69] = +1.2376  job_id = 1dd0ba39-bf77-4e8f-a5f6-5674146b0554
x[70] = +1.3011  job_id = f85b33bc-d0a8-4e89-a4bd-ff5df84b0155
x[71] = +1.3645  job_id = 633aefc9-3843-47c0-8dd3-03fc384cf93c
x[72] = +1.4280  job_id = ab177294-8aca-4578-846f-eb8aa5e6c0d1
x[73] = +1.4915  job_id = 7cd0bf68-d964-4cb0-a0c6-ce401c112319
x[74] = +1.5549  job_id = a12b476a-1d33-42ed-8c86-c7a42ab7af23
x[75] = +1.6184  job_id = a58165b7-cf0a-4957-991b-92e699dfe0ab
x[76] = +1.6819  job_id = 29d3133a-2b7d-473c-961c-27952e5169d6
x[77] = +1.7453  job_id = 34c90da6-965a-4403-97e2-95fac69251ff
x[78] = +1.8088  job_id = 2757b709-aa35-44bf-9246-553753f3df57
x[79] = +1.8723  job_id = 7d385814-efa1-4d52-b706-6d13e5f4433b
x[80] = +1.9357  job_id = 61400365-04e9-4a04-a4b6-3e41a494af1e
x[81] = +1.9992  job_id = e453579a-b291-4dc5-b468-3199cdccd4c6
x[82] = +2.0627  job_id = 6b3af52c-b0a3-4e65-b928-e100c6b04824
x[83] = +2.1261  job_id = 6b9af5cf-1294-47d6-ae97-7b575d4beed4
x[84] = +2.1896  job_id = 70b95085-f7b8-48fd-a150-7a2092847c36
x[85] = +2.2531  job_id = 5d6d0146-d9df-418a-98ad-c21155bc455c
x[86] = +2.3165  job_id = 10fdd5c4-f841-4141-837a-2d4ca67bfb1c
x[87] = +2.3800  job_id = 5adc634c-13c6-41e0-893b-3666f735d7f7
x[88] = +2.4435  job_id = 703bfa3b-cff6-45f1-af1f-c9aa42a6b005
x[89] = +2.5069  job_id = e9eac232-b0f9-4c68-8e41-220e18d62ac8
x[90] = +2.5704  job_id = b5a2267c-945d-42dc-abfd-926977384ca9
x[91] = +2.6339  job_id = ff1ac8f6-cc19-42df-b082-8da9eb916d09
x[92] = +2.6973  job_id = a2a58ba1-3adf-4cfb-b6d4-96f0eb6ec6b9
x[93] = +2.7608  job_id = 4853f060-59ec-4ee4-b636-a08091666a26
x[94] = +2.8243  job_id = a62377da-a0af-4bf8-8aa7-014070d37c56
x[95] = +2.8877  job_id = 8af326ba-7e2d-4adb-b61d-2124c96299bc
x[96] = +2.9512  job_id = cce00245-7560-4f31-a0b4-f99d397f1e6e
x[97] = +3.0147  job_id = ac291d40-d9c8-4a29-af1a-103d062fce7d
x[98] = +3.0781  job_id = 0b1d9e69-b712-4b66-9fb8-811f616a5d21
x[99] = +3.1416  job_id = dbb49fb9-e15d-4d6f-8d29-c303b24ac853
