QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L5_N5000_x100
x[42] = -0.4760  job_id = 9a7f8958-b960-40be-80cc-40cc2fe5efc9
x[43] = -0.4125  job_id = 90f1391a-7fa2-4062-b8ab-f2e50212a476
x[44] = -0.3491  job_id = 92cf511d-1d94-44f9-b208-e7b46f09cf36
x[45] = -0.2856  job_id = e030703f-6e1e-4181-baf5-45dd5e3658b3
x[46] = -0.2221  job_id = f1cfe90b-6111-4061-ac2d-03bcfeabe710
x[47] = -0.1587  job_id = 5a273b56-b134-46cd-a862-c6c56c5f0ca3
x[48] = -0.0952  job_id = 583f3fdc-539a-4345-8db5-d840408fa239
x[49] = -0.0317  job_id = 479bef5c-d654-44d3-9c83-bdf1175dd6ab
x[50] = +0.0317  job_id = 64808f57-f5b3-4fae-8e58-ca7198ea6df6
x[51] = +0.0952  job_id = 710269e2-4f7c-4618-b754-b54cf68339c6
x[52] = +0.1587  job_id = 81b3eb0a-64db-4194-9fdc-a047715fa30f
x[53] = +0.2221  job_id = 96d73f1b-1293-495b-a729-a851f6e48d31
x[54] = +0.2856  job_id = 12b65412-15bd-4c6e-a91a-f8b5526a3502
x[55] = +0.3491  job_id = 345671b1-9f2d-4dd0-a153-143c9314543a
x[56] = +0.4125  job_id = 5ba7f00b-86af-4498-9bc3-fa0891f822eb
x[57] = +0.4760  job_id = 7cbc838f-3719-444c-ba58-59971ec256ef
x[58] = +0.5395  job_id = 0f8d404b-3eb6-4f13-b7e0-7f96befe25f0
x[59] = +0.6029  job_id = c47a20d8-6ee4-4021-8ed1-5a77f1d392b7
x[60] = +0.6664  job_id = 4499f4bf-55f6-42e8-a8ba-7ce580f0f434
x[61] = +0.7299  job_id = 88e5bb7e-4fad-4983-ae56-c1df2499069d
x[62] = +0.7933  job_id = 1729b286-5fba-40b1-9c3c-c7192487181b
x[63] = +0.8568  job_id = c9b29ea4-97d7-4b9e-b2f4-a289852bd5cd
x[64] = +0.9203  job_id = a1aab11c-9c51-48bf-9ab1-d7a018f5c9ef
x[65] = +0.9837  job_id = e390c268-c617-4061-95b5-fa6c222a205c
x[66] = +1.0472  job_id = 0d0f355a-fe0b-482a-8568-dcedd88efe80
x[67] = +1.1107  job_id = aad55119-57f7-4fe1-8b2c-3c23cbb535c8
x[68] = +1.1741  job_id = b35b5e5e-466c-4494-a890-16fb18d66ba3
x[69] = +1.2376  job_id = e718575d-8df9-4055-8208-614ef0c189da
x[70] = +1.3011  job_id = ff4a56ba-21ab-42d4-8d43-369d2d9c841a
x[71] = +1.3645  job_id = 188912cd-8ce3-4aff-8ee8-89fdffd5e461
x[72] = +1.4280  job_id = 7c8f9a49-4966-4647-858c-61d12e695270
x[73] = +1.4915  job_id = cde32708-c290-4f4a-bb95-9c43613bee5e
x[74] = +1.5549  job_id = 5cdad56b-7845-45a9-a8d8-b6087a60224c
x[75] = +1.6184  job_id = f6a2b324-dbb2-4a5c-9da8-2ce0968ef10f
x[76] = +1.6819  job_id = e2978926-0cd9-49b1-bb54-53fa34386124
x[77] = +1.7453  job_id = 5140921b-bf1d-45c8-a7f6-192b288f0ab6
x[78] = +1.8088  job_id = bc6e70b8-b8b7-44bf-aec6-db49c62149fc
x[79] = +1.8723  job_id = 34725911-bf69-4d39-82d1-4c8f55328a07
x[80] = +1.9357  job_id = 9f1b3f40-76b6-4a1d-a52c-4421325f3078
x[81] = +1.9992  job_id = 1f6c7239-4e5e-4a58-9e97-e0c9559b010b
x[82] = +2.0627  job_id = 046376f9-9b46-4ca8-9c8e-6a9527a7f61c
x[83] = +2.1261  job_id = c2bc71f1-4958-44b0-a3f2-7cf745efb37a
x[84] = +2.1896  job_id = 025276d8-d33a-4b53-9ab7-64d2b4f737aa
x[85] = +2.2531  job_id = 717c5912-adac-4a9c-8002-1b606b8efcf9
x[86] = +2.3165  job_id = ba290fe9-25f9-49c6-b119-6f3b923a308b
x[87] = +2.3800  job_id = 6faea608-602f-407b-9a80-d1f19c643dd6
x[88] = +2.4435  job_id = 4cb6862d-2672-48f8-8cd1-ae9b8ae33a29
x[89] = +2.5069  job_id = 0c81e974-65cc-4c13-8fca-304418ed4edd
x[90] = +2.5704  job_id = a87c2f07-b643-4c27-9b73-8fb3a84d28c2
x[91] = +2.6339  job_id = ea299843-de85-4a28-b8a7-93873b140a85
x[92] = +2.6973  job_id = 90707658-d81d-47e4-a568-abfbe91bb168
x[93] = +2.7608  job_id = a4b27070-9aa3-4036-a570-b06e683ebde7
x[94] = +2.8243  job_id = c53e8f74-2028-4ecf-9667-a16e042eed12
x[95] = +2.8877  job_id = 9b83583d-5ebb-40fc-8f64-014d6b8c505d
x[96] = +2.9512  job_id = 9cbe75f5-72ab-444d-a0ce-87c64a48661e
x[97] = +3.0147  job_id = 58248ce1-9b88-491d-a6f5-957945eb2e0b
x[98] = +3.0781  job_id = 73b8f2d5-c860-4b35-89f1-8fac57641268
x[99] = +3.1416  job_id = 781ccee4-0cd8-4789-91a0-1d44be83ebf1
