QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L120_N5000_x100
x[42] = -0.4760  job_id = a68747d7-beb0-48ed-872b-a90ff2782013
x[43] = -0.4125  job_id = e4437cd8-1a20-4964-b937-8826820b3e4e
x[44] = -0.3491  job_id = 8840e110-84ad-4462-b7c4-f7c752fdb16d
x[45] = -0.2856  job_id = b2b19fb0-213e-481b-8ba0-11ca1754bc60
x[46] = -0.2221  job_id = 2653058b-edc8-47a6-a56a-c72f6627d484
x[47] = -0.1587  job_id = d48d69b4-54bc-40a0-a4bb-33d51f303196
x[48] = -0.0952  job_id = 1fc741e3-b797-4843-8074-207dbc0e03ca
x[49] = -0.0317  job_id = 1f9dcf24-73c6-4ed1-bf7e-124a9861d9a5
x[50] = +0.0317  job_id = 86db2347-51e8-411c-997f-8a70bc492854
x[51] = +0.0952  job_id = 40dc77d7-ca92-4655-8363-f242c5be638a
x[52] = +0.1587  job_id = c4e3edc7-6944-4510-a6a9-ee323ca6ad53
x[53] = +0.2221  job_id = f20826d1-d109-4831-a9c1-366533ada58d
x[54] = +0.2856  job_id = 0c57fb99-da34-4ac0-99d6-cc5ff18978ce
x[55] = +0.3491  job_id = 7cb796ed-bc86-4996-ba87-4cb1565febc5
x[56] = +0.4125  job_id = e6ad2d8c-2aff-4e20-93ab-b0f1ab93e62c
x[57] = +0.4760  job_id = fc745978-d03d-4602-9753-a248a787b1f6
x[58] = +0.5395  job_id = 8102b61c-e4d8-40c9-9fad-791ab9244ed8
x[59] = +0.6029  job_id = d77920c0-dcd4-4150-91e0-90ca053b0450
x[60] = +0.6664  job_id = 76abebe4-ad24-4175-9a1a-19bfb0cc8b47
x[61] = +0.7299  job_id = 0d86dd72-a26f-4dd7-8c5f-3c656b5dcba8
x[62] = +0.7933  job_id = d898770b-4791-4e17-84d1-7a7d9d1df976
x[63] = +0.8568  job_id = 327fff75-8645-4948-9261-e67cef9066b6
x[64] = +0.9203  job_id = 5280892d-53e8-49e2-8f26-6fa458f8c130
x[65] = +0.9837  job_id = feeed50e-4a4c-4135-8da1-b64f33cc778c
x[66] = +1.0472  job_id = 7aebc57c-653f-43ea-846a-d1c46c71e037
x[67] = +1.1107  job_id = 49874284-3d22-43b7-9dde-a93820b0c5ff
x[68] = +1.1741  job_id = cba25666-625f-41b7-8a95-b73e82f5ddfd
x[69] = +1.2376  job_id = 8ae0269f-2f50-44e7-a6a3-c2b82d9126e4
x[70] = +1.3011  job_id = 58f31864-36a0-4a65-a4f0-0db69caabb31
x[71] = +1.3645  job_id = c37afe95-e44d-4c44-8138-2c36f5186015
x[72] = +1.4280  job_id = 17c13919-840d-41f2-a9fa-0a5e82cdbeaf
x[73] = +1.4915  job_id = 1b44011d-3b14-47be-84bd-560d30d55c19
x[74] = +1.5549  job_id = 16d9b12d-d12e-4cf6-b70c-1ee5c12dac11
x[75] = +1.6184  job_id = 865dfa59-47d4-4a09-be78-4650172571fe
x[76] = +1.6819  job_id = d3ab0337-8a38-4720-a755-b912d9409013
x[77] = +1.7453  job_id = 3b0ab259-4f25-43f5-aa60-b06bebda60cb
x[78] = +1.8088  job_id = a3e4ee8a-49c3-4ba4-a288-0ff55308c445
x[79] = +1.8723  job_id = 4cf46bfb-7848-4100-9ed0-5c7b47a16b87
x[80] = +1.9357  job_id = 3ecab355-5484-4cd7-b860-093a2a58c538
x[81] = +1.9992  job_id = a09a70a3-51da-41b5-85fc-acf120732214
x[82] = +2.0627  job_id = 3c72a744-ced7-41f5-bb26-0680eb75935b
x[83] = +2.1261  job_id = 7b8a5c9a-7996-4e1f-8380-b7fd7f8e1419
x[84] = +2.1896  job_id = bd6517f8-d248-4ed8-9cb6-678a45c38f26
x[85] = +2.2531  job_id = 6bdd781d-aeab-4b68-860b-1561304cb947
x[86] = +2.3165  job_id = 91a817c4-c6b0-4e2d-b67d-3f809cb25da9
x[87] = +2.3800  job_id = 49ef0e45-60bb-4c75-bbe0-91c855b86b03
x[88] = +2.4435  job_id = 1e67a38e-2830-445d-8065-7048ea234b6a
x[89] = +2.5069  job_id = 3b25d0bd-82cf-47a6-9a4b-a69f20fede50
x[90] = +2.5704  job_id = bd702eaa-e019-434f-9e5b-1ea2fd138941
x[91] = +2.6339  job_id = 4c6462de-da37-4f58-b028-f822434d95e6
x[92] = +2.6973  job_id = 8472c7cf-a0a4-4b47-be31-928d5a8b9154
x[93] = +2.7608  job_id = 44ec7072-b0dd-4b7c-a05f-e1df7be3fc67
x[94] = +2.8243  job_id = 36fc5906-67d0-4d6b-987f-54954d43d0e4
x[95] = +2.8877  job_id = c4a1d934-a64f-41fc-8e84-2eae6e094857
x[96] = +2.9512  job_id = 60b6e242-4c52-4a06-810b-69cb3ff599aa
x[97] = +3.0147  job_id = 7c0ef22f-9f53-4ddf-ad0a-b169759d0e27
x[98] = +3.0781  job_id = aa740224-3ca7-4401-ab3a-bc2ee33339d1
x[99] = +3.1416  job_id = 0e4fd9b4-f53d-461e-afc9-1732970a21b3
