QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L330_N5000_x100
x[43] = -0.4125  job_id = 2cd51701-67c4-461d-9755-3a16164e45a3
x[44] = -0.3491  job_id = 84992356-3cff-4013-95c1-9e70048dc9a0
x[45] = -0.2856  job_id = c3551bbb-5811-4455-9107-1b88483e7857
x[46] = -0.2221  job_id = 6d51bc1e-5a8b-471f-8868-1e6efb470b3a
x[47] = -0.1587  job_id = f8089beb-abb7-47df-b1e7-f62200a763c8
x[48] = -0.0952  job_id = e5150294-84c3-4927-94ab-dbc1c5ac5783
x[49] = -0.0317  job_id = d066b8a3-7fdc-46f9-a444-f4461a549012
x[50] = +0.0317  job_id = 3299f47e-9976-4f20-9cbb-2abee1fe12ea
x[51] = +0.0952  job_id = faa5f553-a12a-4877-927d-ec876555c094
x[52] = +0.1587  job_id = a0a90773-f98e-4fce-9c4a-f345ba2717a4
x[53] = +0.2221  job_id = aa8fa46c-b41f-47b2-926c-7e40fa0c7a9d
x[54] = +0.2856  job_id = ad4edfe6-db53-4c2e-866d-46f22e8f2bc0
x[55] = +0.3491  job_id = 4c38c02e-ceae-443d-b8cb-80e466949679
x[56] = +0.4125  job_id = cf257be9-fada-4384-9c60-437117628883
x[57] = +0.4760  job_id = dd5ae8a2-134e-467f-b470-7a454a8caaad
x[58] = +0.5395  job_id = 0b9951ec-8f74-4a5d-b5f4-500dc4cf8468
x[59] = +0.6029  job_id = 7340a3c4-e152-4d07-bfc4-a756ba37c70d
x[60] = +0.6664  job_id = 6bd124ef-7fa0-45d6-a756-8042c726252e
x[61] = +0.7299  job_id = 8bc25a56-083a-4f43-9036-efdd186857b0
x[62] = +0.7933  job_id = ff974673-0568-4fad-91f4-7d3663dd6950
x[63] = +0.8568  job_id = 9bc84f5c-18d1-4164-be0a-6b1ce609bbf9
x[64] = +0.9203  job_id = e41f1460-0614-4778-841c-fe9f8b425746
x[65] = +0.9837  job_id = 94cb5e07-d5e4-435c-98f2-70ee9b61b012
x[66] = +1.0472  job_id = 3d3b95d9-0445-4c15-b861-5b2f7eaf4490
x[67] = +1.1107  job_id = e814fbc4-525b-4bd5-a235-ba73be038185
x[68] = +1.1741  job_id = 8de4e77e-16c8-40d0-a89b-dc19239e4ec7
x[69] = +1.2376  job_id = e503143a-b0a5-4565-ac43-ee17909a0952
x[70] = +1.3011  job_id = da8f63f0-e715-41b2-aeea-5160b199bd67
x[71] = +1.3645  job_id = 07836d4d-f102-4b3f-9ce5-12c81f158269
x[72] = +1.4280  job_id = f8a9427c-a541-447a-bc03-47fb67dec55a
x[73] = +1.4915  job_id = 1de1cc49-e7ec-4786-a601-bf3e5b739048
x[74] = +1.5549  job_id = 5df46e38-a543-4d70-aa3c-1fce4374600e
x[75] = +1.6184  job_id = 96ab4aee-1a44-4044-b1b8-6aebf9310600
x[76] = +1.6819  job_id = 73571a8e-86a7-45e3-89d5-cbcf00dd741d
x[77] = +1.7453  job_id = 1fa59cea-6dbc-4dad-8eca-02f611befc0c
x[78] = +1.8088  job_id = 4e4f8530-b80d-4b8e-a339-ec53bc05cbaf
x[79] = +1.8723  job_id = cd15237a-f5c9-480c-a326-8a09ee4df2f2
x[80] = +1.9357  job_id = d5bd0539-f642-45de-a360-d1dea3ca1ecd
x[81] = +1.9992  job_id = 2070d34a-f517-4797-a57d-42fdaff6fba9
x[82] = +2.0627  job_id = 54e9d041-fb26-4418-9ec0-d06f631f4dd1
x[83] = +2.1261  job_id = 585426d3-cb9f-4394-8fdc-97f70b8e3f5d
x[84] = +2.1896  job_id = 28dfc211-65b0-41c4-9e9c-16221c22d755
x[85] = +2.2531  job_id = c82ba36d-f35e-402f-bb0c-f72dc8a2ae66
x[86] = +2.3165  job_id = 2f03cf23-1698-4e0f-98d6-72aaf94c0eec
x[87] = +2.3800  job_id = 0c43f79c-335b-4f69-af35-92ac5f64f722
x[88] = +2.4435  job_id = 4598cd7c-d1ad-45d8-9c56-e201b7508a7d
x[89] = +2.5069  job_id = 1cbe2b60-7dff-40f1-a018-7dec75505a6b
x[90] = +2.5704  job_id = e4f381d1-46de-4934-93ac-972649058994
x[91] = +2.6339  job_id = 903e65d5-4c46-4afb-99ad-8c0c8f4991a7
x[92] = +2.6973  job_id = d999f787-f78e-4438-b7ef-6a880673af66
x[93] = +2.7608  job_id = cfc9a999-1ad7-4675-a9bc-0ae4b2b5e15c
x[94] = +2.8243  job_id = 53368096-eced-44d3-bc89-b4918a3533fc
x[95] = +2.8877  job_id = 9920e41b-ded0-4aa3-a42c-1c323168c7fd
x[96] = +2.9512  job_id = a79d7392-6a67-473e-874b-2f4d44b1153c
x[97] = +3.0147  job_id = e30bdded-c674-4b3f-badb-3005ecb8e1e5
x[98] = +3.0781  job_id = 0f28c584-56d1-408b-b775-b8963441ec4b
x[99] = +3.1416  job_id = 48e1db30-f32c-4448-b763-8a80279b804a
