QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L10_N5000_x100
x[43] = -0.4125  job_id = 761d1bf1-32bc-4cdd-a4e7-efb3dbfe4d78
x[44] = -0.3491  job_id = 868e3145-831a-40e6-8e6a-83ccb44e7369
x[45] = -0.2856  job_id = fcd5c741-c5ed-4e95-8cbf-32d947f9485b
x[46] = -0.2221  job_id = c70739c1-6b86-40d4-9601-f0bf7f82b3fa
x[47] = -0.1587  job_id = 3fb200e1-7cc0-4a29-82d7-5108d4c28e98
x[48] = -0.0952  job_id = be3653eb-638c-4a6b-85b1-29872276d77e
x[49] = -0.0317  job_id = 271a1542-9c30-46de-969d-b113a658e289
x[50] = +0.0317  job_id = 405f29de-856e-4b45-b364-bab0ee6de651
x[51] = +0.0952  job_id = 6a0a30a9-5b2c-4665-b47e-40163c802475
x[52] = +0.1587  job_id = b8554068-08a9-4671-ae34-7fd98a18d094
x[53] = +0.2221  job_id = 546f048e-c282-46a2-a039-4e025c173bf5
x[54] = +0.2856  job_id = 929cebd1-5da3-4e60-b21a-c9f68b02165e
x[55] = +0.3491  job_id = cb6a11dd-a6de-42d0-ad51-b443333e1386
x[56] = +0.4125  job_id = 3e9a3be2-67da-40d5-9ad0-b14dc39bf0e6
x[57] = +0.4760  job_id = 246ba024-00e3-42d8-b53c-2d82566fc7cc
x[58] = +0.5395  job_id = abf4c9dd-9eed-42bf-8ddd-955b94d93df7
x[59] = +0.6029  job_id = 51cacd77-194b-4f41-bc27-43733de77474
x[60] = +0.6664  job_id = e81601aa-5438-4505-aa29-e355ac2b9d40
x[61] = +0.7299  job_id = 4137ad05-988d-4c82-aa1b-2749a11df455
x[62] = +0.7933  job_id = 30796b7f-68c1-4f1b-b232-23671626d7e6
x[63] = +0.8568  job_id = d09f758f-1243-4d16-8e3e-e3c4179c0f7d
x[64] = +0.9203  job_id = c577d2cf-4f21-480c-a6f0-3988717cf02e
x[65] = +0.9837  job_id = c23d0aca-1ca1-4fcc-ba7e-e765b5914f82
x[66] = +1.0472  job_id = 506f891e-6eab-4ccc-8d4f-f3ca5f3ae7d6
x[67] = +1.1107  job_id = 3511efcc-ce59-4228-b226-41cd58f3e3a9
x[68] = +1.1741  job_id = f75e9dc8-76e0-4561-99e9-4bc32f0bd2f8
x[69] = +1.2376  job_id = f08fd55f-7af8-4ad6-96a3-2a3a720f036c
x[70] = +1.3011  job_id = 230d5e2d-e440-46b8-8dd7-fca41806f36a
x[71] = +1.3645  job_id = 666ebb26-6789-4e43-b6e7-a043ba364354
x[72] = +1.4280  job_id = 522dd956-20f7-4a8f-8362-20d368bcdd4a
x[73] = +1.4915  job_id = 019041ba-9c8a-4a46-9f20-7085f9945fde
x[74] = +1.5549  job_id = 1045313d-dfaf-4807-8fc1-e32c3140159b
x[75] = +1.6184  job_id = 98a64887-fc0a-48dd-a3d3-d500b4cf0b1e
x[76] = +1.6819  job_id = 417c9c42-bfa0-42ee-b7f1-e06f9fabe3ad
x[77] = +1.7453  job_id = 3eb4060a-d024-4f43-a889-05462d770363
x[78] = +1.8088  job_id = 6e173cd9-385c-4cd1-9f58-173a5048e064
x[79] = +1.8723  job_id = d47af131-850f-4db5-8804-954c1fac3327
x[80] = +1.9357  job_id = fafd6ecf-9162-41db-98c1-fac3834d59ea
x[81] = +1.9992  job_id = 32b1213b-2e69-4bf9-a9a4-dd2a76e5ef4e
x[82] = +2.0627  job_id = 87ed9722-9b55-49ef-be3b-1ec447d0d52c
x[83] = +2.1261  job_id = d09b44bc-cd25-4bdf-a340-11e7e8380742
x[84] = +2.1896  job_id = 12fa50a9-c6ed-423a-a5d6-2c2ef9c737d4
x[85] = +2.2531  job_id = 855a18c6-7c3d-4170-8987-9e421d0a8977
x[86] = +2.3165  job_id = 637c303c-7990-4988-bc96-8d25b4b7f168
x[87] = +2.3800  job_id = 7c84b5b2-a970-4003-b499-e3ffd5026c33
x[88] = +2.4435  job_id = 90aa85db-0bd0-4387-ac18-135dc071e203
x[89] = +2.5069  job_id = fbe09ffb-80f8-490d-8dab-d92d34301f89
x[90] = +2.5704  job_id = 27c2238c-5219-406c-a000-bddf7e7c675c
x[91] = +2.6339  job_id = 0cfdb390-54d7-4091-8a7b-bbadb907fbd5
x[92] = +2.6973  job_id = 0804bae5-fb2f-4694-9c0f-f71189610946
x[93] = +2.7608  job_id = 117d0413-51f8-4b76-91ee-0e2618da6ba5
x[94] = +2.8243  job_id = 3facf1f1-64a4-4753-b5cf-492260441a3b
x[95] = +2.8877  job_id = 8bfcf51f-78d9-402c-a869-7c93bdc730f5
x[96] = +2.9512  job_id = d0d323e4-476b-45fe-99bb-df80cdbfdabe
x[97] = +3.0147  job_id = f578ce73-f58e-4d7b-a06c-7da6aea5383f
x[98] = +3.0781  job_id = 5667b6f4-2b6f-4bbb-8f2e-ea2b5c739c7b
x[99] = +3.1416  job_id = ba7349ae-cbdc-474c-9804-cfc9c1cfe781
