QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L360_N5000_x100
x[43] = -0.4125  job_id = b084d0fd-56cb-4d68-bfe3-0a2ac7178132
x[44] = -0.3491  job_id = 7f5d1435-81d8-42fa-b0e7-86e63b793fdf
x[45] = -0.2856  job_id = 445ac502-5e72-424d-9c5f-b929ac18fb6f
x[46] = -0.2221  job_id = 0a00dbc0-406b-4a4c-9d86-e13a9d895032
x[47] = -0.1587  job_id = 4c409dc0-b28e-4ad3-abf1-0c23a54cdb53
x[48] = -0.0952  job_id = bf99542d-addb-475f-a1bc-1cd580259291
x[49] = -0.0317  job_id = 52e69745-b806-4204-bad8-9d9b27236a7d
x[50] = +0.0317  job_id = eff2a290-38c9-420d-a52c-b62721a86119
x[51] = +0.0952  job_id = cfb8207b-df5c-4379-96e5-08cdc92d91e7
x[52] = +0.1587  job_id = 35396526-6cad-444b-9c25-f7bc9b2bb3f6
x[53] = +0.2221  job_id = d0849c79-3bb0-4f16-9c7e-d5fe11b792c7
x[54] = +0.2856  job_id = 122e1028-822e-4039-8421-4f3e7c265bc7
x[55] = +0.3491  job_id = 8bf4d5c4-b936-4c61-9f75-207df9d94364
x[56] = +0.4125  job_id = 06996670-20e2-4f7e-b20a-08746c87696f
x[57] = +0.4760  job_id = 5cf373b9-49ad-422f-b55b-598df7536a4b
x[58] = +0.5395  job_id = 4b8cb458-fd6f-4eca-b374-32e93e2c7ccb
x[59] = +0.6029  job_id = e09b603e-a3b8-4ce8-b961-66580f56fd83
x[60] = +0.6664  job_id = 38351e32-b308-457a-95be-60b37b3d50dd
x[61] = +0.7299  job_id = bfd82dd6-cee5-4a16-9255-2a63eb31e287
x[62] = +0.7933  job_id = 380b456b-6ad7-4600-bdcc-452e354e346f
x[63] = +0.8568  job_id = 226228f4-237e-42d0-8267-3c23ce681d26
x[64] = +0.9203  job_id = 89d37ea0-2bad-474c-a40a-c29a674707c2
x[65] = +0.9837  job_id = b102f62d-34c0-46ba-bf78-7903078d0a7f
x[66] = +1.0472  job_id = 04000012-db6d-4074-baa8-2503ce7677e2
x[67] = +1.1107  job_id = 96dbe67c-0acb-4ae4-841a-aa8171d13261
x[68] = +1.1741  job_id = f1409f23-14b1-4f39-83ba-42d81bae1cd8
x[69] = +1.2376  job_id = fb1df75d-ed9c-49b2-a479-a6534bbfce8a
x[70] = +1.3011  job_id = ae4d2e1c-4308-4b00-a1b7-45f432c5a8eb
x[71] = +1.3645  job_id = 0cf0b8ca-e704-4b0d-9bc0-1037ac30cf71
x[72] = +1.4280  job_id = 786f488f-d113-47c5-8f91-6629816197cd
x[73] = +1.4915  job_id = 7b26b7fe-e011-46bd-9042-81a99f765628
x[74] = +1.5549  job_id = 3db747e9-6a31-4d4a-b2bc-af512b4489c8
x[75] = +1.6184  job_id = cec6aaae-0eb6-433f-b7de-131c0876008d
x[76] = +1.6819  job_id = c610d3f8-bae3-402b-91fc-d69625f0a6f0
x[77] = +1.7453  job_id = 2da0b118-d56e-4481-beae-cad9422dbfae
x[78] = +1.8088  job_id = 753ae9bb-c121-4492-b863-00126caec019
x[79] = +1.8723  job_id = e2bd4180-0a7c-4cbd-9d2f-b4345e68a366
x[80] = +1.9357  job_id = 8867fd96-1269-4add-898b-01b848f02c70
x[81] = +1.9992  job_id = 9e09065a-10db-4168-a031-d292d22668a1
x[82] = +2.0627  job_id = 5243e20f-c3f3-415f-a1ea-a88f40c8681c
x[83] = +2.1261  job_id = 20c4c848-3f50-4097-991c-31ba5a1bca2a
x[84] = +2.1896  job_id = 0f1876fd-5d4a-4898-85bc-3e31cb28503d
x[85] = +2.2531  job_id = ad654b0e-0ace-4157-933b-1e6a80404ab5
x[86] = +2.3165  job_id = df37fdd2-414c-4804-95ab-b738de352c06
x[87] = +2.3800  job_id = e4865e4e-9224-4413-9314-46cc4318b059
x[88] = +2.4435  job_id = 16cad47c-e42c-4fab-be61-f3ba4cd7fbd1
x[89] = +2.5069  job_id = 56318be2-afd4-4389-a4d7-d9d417e5116f
x[90] = +2.5704  job_id = 5c6f6d0f-4f01-4a85-8898-0d6e45d88fee
x[91] = +2.6339  job_id = 334296d4-0707-4762-beb5-825728286270
x[92] = +2.6973  job_id = 0ecc26e8-a7f5-4d1c-a294-3adb70a7eb82
x[93] = +2.7608  job_id = d0037ee1-ac16-4460-be15-d3f758b7272e
x[94] = +2.8243  job_id = 6023dc31-bd9b-499b-9f71-006249becba7
x[95] = +2.8877  job_id = 71cab38e-94f8-47a9-928d-8690032d6e9b
x[96] = +2.9512  job_id = 3d3a47df-c27a-486b-9548-1460111357dd
x[97] = +3.0147  job_id = 1fdb4bef-d434-4e37-ac2f-4333d2f71614
x[98] = +3.0781  job_id = 2e349978-c9b1-478f-97e4-33d501b4fe88
x[99] = +3.1416  job_id = ca0fbdab-40a6-4f8d-8fd4-703f3e81453d
