QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L180_N5000_x100
x[42] = -0.4760  job_id = 037eb9a4-74c5-4037-a64f-df9336a569df
x[43] = -0.4125  job_id = ceceaefa-df8b-4ad4-9aaf-997e57946a8b
x[44] = -0.3491  job_id = 1af7cae5-38f6-43ec-b374-08a13617f2ec
x[45] = -0.2856  job_id = 690e3466-f017-4e0f-9e8e-6124ac11a5a6
x[46] = -0.2221  job_id = 00fb5f32-121f-4c07-876c-e3e43e1e753f
x[47] = -0.1587  job_id = c8c2fb93-c4fe-4e29-a6f6-f3d0d22d0b68
x[48] = -0.0952  job_id = e0c9afd6-2326-4705-a7a6-622030212d0b
x[49] = -0.0317  job_id = 58147131-00b0-484c-94e1-9dc2675831e2
x[50] = +0.0317  job_id = 266db14c-dbb4-477d-a0ed-429a32e3530b
x[51] = +0.0952  job_id = e49673f5-e7b5-4a9f-abf0-f70c2f967b09
x[52] = +0.1587  job_id = 230b8901-3d7b-4af7-9854-c50ad803fcc6
x[53] = +0.2221  job_id = 1a63581b-740d-4f1d-a2dd-b43432ba62d8
x[54] = +0.2856  job_id = d8ff02ca-8a39-45d9-b982-56ac0bf3459e
x[55] = +0.3491  job_id = e68d7e83-796a-4f8e-99d2-87daf0df4cbe
x[56] = +0.4125  job_id = 4b62d585-708c-4572-b557-4d25e1b0c801
x[57] = +0.4760  job_id = a55b4c2a-5bee-40cd-ae7f-bdec8c55b476
x[58] = +0.5395  job_id = 4ac8bc6b-cc1e-4a1f-a407-d2fae9f23656
x[59] = +0.6029  job_id = b8fa9ed5-f811-411b-8749-9938d0a417a2
x[60] = +0.6664  job_id = 45c619b1-a3bb-4a27-978d-6796b62cc5cc
x[61] = +0.7299  job_id = 6df908ea-ade4-4aa8-beba-e0b9b8819ea4
x[62] = +0.7933  job_id = 94d39a5c-16fd-4fff-93e3-16bfe33b2020
x[63] = +0.8568  job_id = 82700530-f5d0-4b18-8b8e-4eaed4692c83
x[64] = +0.9203  job_id = 3002121b-8535-4a5d-9b71-6ebc2334ab13
x[65] = +0.9837  job_id = 1d2d31dd-0faf-4ba1-895f-7f223ce3c301
x[66] = +1.0472  job_id = ef0cbe2f-13f9-495a-8b8e-1b3471e4e673
x[67] = +1.1107  job_id = 5cb0ff01-d480-481e-a21e-2157f105fd9c
x[68] = +1.1741  job_id = bc3f2f34-25f2-4a33-8ace-c2389db692ce
x[69] = +1.2376  job_id = 1daaf0e8-8ba9-45ac-8a2f-7bdbafc4f65f
x[70] = +1.3011  job_id = 71c4fb87-a85d-4921-bf5c-a572e44ee8d7
x[71] = +1.3645  job_id = ed8b0088-5584-4230-9958-bac384282442
x[72] = +1.4280  job_id = 99d06c4c-b81a-413c-8adf-3868915d46f2
x[73] = +1.4915  job_id = dbc0fd5e-408a-4835-8558-93c9fa8b6fb2
x[74] = +1.5549  job_id = 7abc60a9-a986-4009-97b6-156dc0ae2ec8
x[75] = +1.6184  job_id = 4a519de5-3f7a-4c10-a561-eac976a87678
x[76] = +1.6819  job_id = 05a2b50d-6ab1-4b91-8c62-9dfcd0d08362
x[77] = +1.7453  job_id = 3c6f8f18-8626-410d-a4c1-67542e93075a
x[78] = +1.8088  job_id = 40c906cc-eb42-44cc-ab66-9e6e2561a41c
x[79] = +1.8723  job_id = 3fb4423a-231b-47c5-83d5-ae602c4cd5b7
x[80] = +1.9357  job_id = 4c863eba-90f2-402f-92fa-39a75b0c5f9a
x[81] = +1.9992  job_id = b576ad83-deb7-4ccd-8576-dc324abf0842
x[82] = +2.0627  job_id = 31ab35b8-ba2d-455b-8338-1071d69f733f
x[83] = +2.1261  job_id = 3c4339ed-e6cf-4eb6-b845-bc84794190f3
x[84] = +2.1896  job_id = 51e8488c-eb06-4547-9389-0847921775be
x[85] = +2.2531  job_id = e7b692ba-5110-4e0d-add4-fbaf51e9cf53
x[86] = +2.3165  job_id = 41abe822-e74e-4dca-b94a-9bd6bd9db2fc
x[87] = +2.3800  job_id = 799067c9-582b-464f-8ee5-51f60b0e285c
x[88] = +2.4435  job_id = 9aaaeb28-fb33-4104-b422-6837c3c0063b
x[89] = +2.5069  job_id = 30829c12-f2bf-4b26-b692-9773f1b721bb
x[90] = +2.5704  job_id = 27514334-3cca-486e-a058-d43a60fe05de
x[91] = +2.6339  job_id = 724f2fe1-0a18-4f02-87f1-7e3d01d43e58
x[92] = +2.6973  job_id = 06b862c5-ccbe-4cdd-a5ca-8e5f692b48ea
x[93] = +2.7608  job_id = a20e085b-6e6b-4672-b6ed-d6589a1c6ef7
x[94] = +2.8243  job_id = 1715d6fa-5645-433b-bc84-e40df272bc22
x[95] = +2.8877  job_id = 7f7f4198-9790-4d1a-a75a-ef41209a570f
x[96] = +2.9512  job_id = 2b04f2d4-2235-4509-8466-121739902c1b
x[97] = +3.0147  job_id = 7a8a09ac-787e-4f0d-998a-903c81471cfb
x[98] = +3.0781  job_id = 31c1c8cd-19f2-45a8-b584-4aac62855af7
x[99] = +3.1416  job_id = c0d1bb6f-281c-4a02-8ade-70106fa05fae
