QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L20_N5000_x100
x[42] = -0.4760  job_id = 65797607-e52f-4735-a479-44b189da6c07
x[43] = -0.4125  job_id = a15944bd-d2b0-42a2-a355-85612812f8c3
x[44] = -0.3491  job_id = 20c53669-4a43-44b6-82ac-9ced29baaeb5
x[45] = -0.2856  job_id = f058ca1f-0243-4ca6-906a-63fc8094be7a
x[46] = -0.2221  job_id = 4d6349cd-2d48-4dac-8643-f3011f483463
x[47] = -0.1587  job_id = 24fd4a83-bda8-4f59-a805-6a9598f0a166
x[48] = -0.0952  job_id = 557e0371-6d50-4e1e-828a-e313ed71f953
x[49] = -0.0317  job_id = 99465d6d-f9b3-4eb3-baa3-343a6d762cf7
x[50] = +0.0317  job_id = a08f673c-dc56-4aca-9fff-965c9d5a310b
x[51] = +0.0952  job_id = b2915133-abe5-407e-a811-dbccb99084f5
x[52] = +0.1587  job_id = 98d3c07b-55de-487f-9980-7137439b8c45
x[53] = +0.2221  job_id = 7213da67-27ae-4f3d-94f2-13ec2ee2f208
x[54] = +0.2856  job_id = c6b71de3-7dc7-4217-99aa-e47fdee39dd0
x[55] = +0.3491  job_id = 42c49722-fe44-4402-92a7-2635a650fa4b
x[56] = +0.4125  job_id = 85e52c15-fb29-4c7e-8d7b-7570bedcec6f
x[57] = +0.4760  job_id = 34999e52-5d6e-4403-97bf-bb5fd2f33b55
x[58] = +0.5395  job_id = 5ab3a981-f87f-4ea8-8922-9f7bf088e5b9
x[59] = +0.6029  job_id = 3b122030-f7d8-4c71-813d-f4f330a91c42
x[60] = +0.6664  job_id = 1ecaa08a-cecc-487d-83f7-4bb53f9f5caf
x[61] = +0.7299  job_id = e7a8cc36-9a9d-4f11-8361-11c06fd7bc5a
x[62] = +0.7933  job_id = 116b6da8-83bd-464a-aa57-4bce22113144
x[63] = +0.8568  job_id = c46e0bf4-782c-4cec-b4fb-fbb6974b5011
x[64] = +0.9203  job_id = 465ac046-7349-4a9d-8de2-a52e48e06d9f
x[65] = +0.9837  job_id = ac86fa8d-da09-4f38-95ae-58f182d91692
x[66] = +1.0472  job_id = 8ac2b0d9-582f-44de-a8af-82a64db88f3d
x[67] = +1.1107  job_id = 351211ae-a831-47a2-adf8-af935c2c90bc
x[68] = +1.1741  job_id = 5335ce01-8b46-49c5-96a0-4ff7332077b1
x[69] = +1.2376  job_id = fce158b8-40dc-4fb0-a01f-3aa64d45fdb2
x[70] = +1.3011  job_id = 53edbf16-2eb6-446d-9168-de7f16b40bbc
x[71] = +1.3645  job_id = 9762a85f-8923-4b29-a870-efd0d07b23d3
x[72] = +1.4280  job_id = 690b8b73-800a-4e67-95ce-1981c3f3d404
x[73] = +1.4915  job_id = 092e6409-d6e5-48be-9908-eb1ae01a23f0
x[74] = +1.5549  job_id = 71dc32e6-23a1-42a9-a9e0-ccba46845448
x[75] = +1.6184  job_id = aeb0affa-614a-4b7c-bd3c-b38617c4e04f
x[76] = +1.6819  job_id = 45f54932-0180-414b-8750-7b1aee4ec53f
x[77] = +1.7453  job_id = cb3659df-261b-426f-b387-ac2c4384443e
x[78] = +1.8088  job_id = 78937b79-50b0-4422-85d7-144a9d42e141
x[79] = +1.8723  job_id = 1e093984-f696-477a-82d0-dfe87e4dc1f5
x[80] = +1.9357  job_id = cda3617c-de5d-46e5-a4f3-ca4100955128
x[81] = +1.9992  job_id = ec5ec6c4-b685-4fc0-8e9f-a1d0b46e530d
x[82] = +2.0627  job_id = 7ee9be3d-0d5e-46eb-a947-1ddca55d11e9
x[83] = +2.1261  job_id = 359cc628-d6c1-4780-947d-8ae9cca2c8b6
x[84] = +2.1896  job_id = 7c49d982-e972-4597-a2c5-50479fc3bce5
x[85] = +2.2531  job_id = 8b7f28c9-f00d-42ce-8346-3f3c9f39da1a
x[86] = +2.3165  job_id = 5fc96ac6-d0bd-41f5-ab56-bcda950618c5
x[87] = +2.3800  job_id = 1a64f0c3-613c-4b57-9098-e4e896743188
x[88] = +2.4435  job_id = 4f6e8eb6-7241-4992-9435-502d01768429
x[89] = +2.5069  job_id = e62c5089-02ac-4a22-b9b1-97ca4dd4c3bf
x[90] = +2.5704  job_id = fc7c8c6b-095c-429a-9fe0-72919a376b11
x[91] = +2.6339  job_id = 869e1da0-f033-4c2c-9ca1-dee1db5a8865
x[92] = +2.6973  job_id = 123d6b85-c4d1-4716-95e7-d0fd0051bb0e
x[93] = +2.7608  job_id = d1070f93-7722-4294-9127-ca4030c6ebcc
x[94] = +2.8243  job_id = 2b6989e2-1b17-4529-bab4-c702e4493073
x[95] = +2.8877  job_id = 01e477f0-2c63-44df-bc30-351421932c61
x[96] = +2.9512  job_id = 6220d8ea-8ed4-43dd-a74d-4f8f3714cd30
x[97] = +3.0147  job_id = 95062784-79d2-4a75-b64e-f19b053deaef
x[98] = +3.0781  job_id = 412f9473-1457-4359-b136-0fa950daecf4
x[99] = +3.1416  job_id = 54f6e765-02b2-434a-818a-a763ea5c3803
