QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L240_N5000_x100
x[42] = -0.4760  job_id = 3ec022c9-74eb-4c77-b084-1417d7fbf667
x[43] = -0.4125  job_id = c8e8b328-d585-422c-9db7-d28f96de94c8
x[44] = -0.3491  job_id = 3007f740-0b52-4b2c-acc1-2ecc14387eca
x[45] = -0.2856  job_id = 589f0610-4eeb-470f-894e-fa8ce0fe37dc
x[46] = -0.2221  job_id = c8735b71-ace4-41a0-90b9-2089ca5d9d09
x[47] = -0.1587  job_id = 6e3a43f6-7f1a-4633-b1ed-5497008bcdf7
x[48] = -0.0952  job_id = 8f95dbbb-d20b-4bf0-a0a2-5aa693f3f6fa
x[49] = -0.0317  job_id = c05d9b1e-e247-46ff-8637-c2d7855269e6
x[50] = +0.0317  job_id = de400026-2e83-4094-b4b5-cdb66f42a9d4
x[51] = +0.0952  job_id = 86752125-1402-4bd4-b17d-5c9d6ba8c6c3
x[52] = +0.1587  job_id = 8338a968-b591-4b54-9b88-b1a3e0b77996
x[53] = +0.2221  job_id = aec6195f-5385-443b-8206-0dc22a8e27f8
x[54] = +0.2856  job_id = 58117ee5-8044-4ceb-a95c-cb2c26c25986
x[55] = +0.3491  job_id = 715e9457-d291-4be0-b644-b31fbf256e17
x[56] = +0.4125  job_id = 06921c5f-a717-4ada-b89c-bb28e1ef394f
x[57] = +0.4760  job_id = 34e12373-69b7-440e-8cf5-60e055d987b1
x[58] = +0.5395  job_id = 66f1bfb1-d1a9-4457-b320-9f8c4f86549e
x[59] = +0.6029  job_id = ff48ef58-2841-438b-8924-bce492aaf232
x[60] = +0.6664  job_id = 7b23659b-ad0d-4704-9583-6470f3e2f529
x[61] = +0.7299  job_id = 95950709-28c9-4c8a-8fdd-7de322b46e37
x[62] = +0.7933  job_id = 7cc1f8bd-e204-4016-91b1-bdf4c2fbce86
x[63] = +0.8568  job_id = 1bf97b54-d011-46ea-8dea-b105365296d3
x[64] = +0.9203  job_id = 84acf865-43bc-4dd9-a9e8-e8c6774b6f54
x[65] = +0.9837  job_id = bb0e828b-8536-4c56-9676-75513e67abe1
x[66] = +1.0472  job_id = 9cf53e16-2799-4b5b-ad9a-7ba55dbdcedd
x[67] = +1.1107  job_id = ff7d6db2-10e8-44ff-b655-9735c9901048
x[68] = +1.1741  job_id = c823759f-65d5-4a3d-bd83-c93faf33d3fb
x[69] = +1.2376  job_id = 0ab6f18a-cfcc-4c20-917c-ed5d392888f3
x[70] = +1.3011  job_id = 499d0bc2-36d7-4dbc-87c0-a7546e7ad9dc
x[71] = +1.3645  job_id = e02518ee-ceb4-4da8-8493-f31574a238db
x[72] = +1.4280  job_id = e4283b6b-db53-46c4-b6df-9f06f379533c
x[73] = +1.4915  job_id = 9bf0cbe3-dab8-4f73-b896-28ed27401b2f
x[74] = +1.5549  job_id = fc9f55af-f6b9-4121-bbe3-83ab75fb6631
x[75] = +1.6184  job_id = 8ddcaae1-7a9d-4220-97b2-88556d5772fe
x[76] = +1.6819  job_id = bd338a24-efe8-4027-b078-306b0560509c
x[77] = +1.7453  job_id = 5503a990-fd50-49f6-8412-7f5bbde6c610
x[78] = +1.8088  job_id = bd364f1c-a7cf-4cc7-bbfa-e9906982a43e
x[79] = +1.8723  job_id = 288b9fda-08ac-4839-9f8c-ea86ea785079
x[80] = +1.9357  job_id = e92bbf49-717d-4b35-b4ac-5e0373d6e7da
x[81] = +1.9992  job_id = 312c3560-5951-41ea-b236-0f137efc8816
x[82] = +2.0627  job_id = 8b898bbb-7be4-48da-8462-998d410b3a6d
x[83] = +2.1261  job_id = da2ccb6e-1be4-497f-87b2-0639f3e2bab3
x[84] = +2.1896  job_id = 42f80c47-df29-493a-bc82-049a16934614
x[85] = +2.2531  job_id = cc9f1dc2-2241-4573-a41b-083b3e5bd788
x[86] = +2.3165  job_id = 7439086c-32f0-432c-9f8b-e3e568969a84
x[87] = +2.3800  job_id = 3ce89426-75f4-4e75-b2f9-67f6af625d4f
x[88] = +2.4435  job_id = 419d3f09-c74f-4cdb-80ce-026356417a82
x[89] = +2.5069  job_id = 25ff6705-90b1-4e78-adea-aa3c1fea4398
x[90] = +2.5704  job_id = 0bc77230-351b-41e8-8a11-1aad2b64fca4
x[91] = +2.6339  job_id = 9d857449-2767-4a1e-affb-e2c9401e8ef4
x[92] = +2.6973  job_id = 0e11f0a4-9baa-42e9-87e3-406c37db5437
x[93] = +2.7608  job_id = f363ec47-886a-418c-ab67-f8b8a3e4b656
x[94] = +2.8243  job_id = 33ccbc6e-6f31-4f11-9766-73a14137896e
x[95] = +2.8877  job_id = 76427ff8-3977-416d-8dd1-d5d729e31393
x[96] = +2.9512  job_id = 110f8370-3bdc-4eb4-9849-fbb9b1b03865
x[97] = +3.0147  job_id = 2b1b1624-1e46-4ded-86e0-08a8420c021d
x[98] = +3.0781  job_id = 1f116b56-ff1f-4a2d-b079-9d40e5e6d28e
x[99] = +3.1416  job_id = d94aa4cb-9d36-459c-988f-6445b95c8c9b
