QSP STEP QPU Experiment -- qpu:belenos
File tag     : STEP_L60_N5000_x100
x[42] = -0.4760  job_id = 1ea9b5f1-43e6-4c80-b14a-922ccf22900f
x[43] = -0.4125  job_id = a5a441a8-a8da-4c3c-9f52-d2b58306c5f3
x[44] = -0.3491  job_id = 4683ee04-571a-4b4a-a8f9-0d4aac6182f3
x[45] = -0.2856  job_id = 1c357c9d-83d3-490d-8e85-0123dbb58518
x[46] = -0.2221  job_id = 2bf4e50d-e56b-4bf9-aa19-768afe6a3395
x[47] = -0.1587  job_id = b8231da7-105d-4230-99ed-7c3bf7b0d36a
x[48] = -0.0952  job_id = 37ce18f3-e7f8-450e-805b-ff780477ae8b
x[49] = -0.0317  job_id = 6d6ca8df-623b-4ec4-a9fb-72741572b916
x[50] = +0.0317  job_id = 5f3a23c9-c580-495c-a839-eb638dcd1a64
x[51] = +0.0952  job_id = 3e75dbf3-99e4-4627-b2cc-2eed346fd372
x[52] = +0.1587  job_id = f14bdb59-f4bc-49f0-bef9-a3fb3d4c5e56
x[53] = +0.2221  job_id = 3b57cdb4-107c-4dac-9756-373a19a19e41
x[54] = +0.2856  job_id = 31ef91f0-0585-4020-8748-b199e5952a51
x[55] = +0.3491  job_id = 2c303913-c297-412c-a5b6-71ae7aa1e18c
x[56] = +0.4125  job_id = 5ec9f984-66c8-4f12-b393-e6a16bee1b0a
x[57] = +0.4760  job_id = 44d363f3-a10f-4f56-9fd4-d567ec2cda20
x[58] = +0.5395  job_id = c5849d57-2f91-4b5e-9af8-293e675f8ab9
x[59] = +0.6029  job_id = 1af009fb-be47-4abe-9887-27f872d274f2
x[60] = +0.6664  job_id = 0825c262-1b9e-4a1b-a96e-50155bde6e23
x[61] = +0.7299  job_id = 75d23957-fecd-43b9-ab45-e76bdc21e88d
x[62] = +0.7933  job_id = d2c7e504-55e6-445e-9049-aa0e2c41169b
x[63] = +0.8568  job_id = d18f7ba5-dfc0-4eb9-912c-6de352af695b
x[64] = +0.9203  job_id = c16063b7-53dd-4671-8c95-5666bee072de
x[65] = +0.9837  job_id = 8f15e31d-01e3-4c4b-95e9-055f5f07862e
x[66] = +1.0472  job_id = 8ee51334-978d-4b6d-89a3-f6add97f0cab
x[67] = +1.1107  job_id = 558c6f51-999a-4736-96ef-58b708122ab7
x[68] = +1.1741  job_id = fd740ee2-4c00-4393-a97a-d8dd75051720
x[69] = +1.2376  job_id = 8b1523e4-8bbb-45b3-a9c1-dd7f30c9b753
x[70] = +1.3011  job_id = cd001bc2-76b1-45e2-9077-8578e71a1efd
x[71] = +1.3645  job_id = a8845919-8af9-457a-ab4e-4b97ad12dc57
x[72] = +1.4280  job_id = a857fa5c-fb48-406f-8236-0fc08c31142b
x[73] = +1.4915  job_id = 8a0c23ea-9a74-423d-806f-89627e3c5be8
x[74] = +1.5549  job_id = 3f21364a-f6ff-4ad5-aa74-7a6932bf278c
x[75] = +1.6184  job_id = 3d128148-477d-4e0b-989b-122a2f271110
x[76] = +1.6819  job_id = d9d9f78f-d7dd-47ec-b33b-4db69dcfc8e7
x[77] = +1.7453  job_id = abefd381-1ace-4177-9c97-56806631aa93
x[78] = +1.8088  job_id = 6b5bcc28-7004-4c3b-9f75-c3b75cfda0e7
x[79] = +1.8723  job_id = fa30750c-b5f0-44f5-9e45-4c41aa71eb80
x[80] = +1.9357  job_id = 46b04fa3-895a-47aa-84b6-8e97d2ef348c
x[81] = +1.9992  job_id = 6100ce74-c37f-4be2-9206-11b9348d9d47
x[82] = +2.0627  job_id = 04ee8f99-1d98-4bdc-bac0-59dddc86cc50
x[83] = +2.1261  job_id = 00bed624-7e84-4ae6-8d1e-085496a1209a
x[84] = +2.1896  job_id = bb689c65-c54b-487a-b005-b56e33e31826
x[85] = +2.2531  job_id = cc16e9e2-87ac-40d2-9ac2-fcd22604e58c
x[86] = +2.3165  job_id = d801af56-0f05-4ec5-be17-9087ba8200a3
x[87] = +2.3800  job_id = f491aca8-1f88-4eff-9873-6497480a2753
x[88] = +2.4435  job_id = e18c4039-b1ee-4d8f-8986-f60979ee2025
x[89] = +2.5069  job_id = 1fc49ed2-674e-474c-9d3b-b3986d528d85
x[90] = +2.5704  job_id = 5c6b0fa1-fa4b-496c-8013-dd36839a0943
x[91] = +2.6339  job_id = 9166e061-4124-4362-b56c-0ee31c5ef55b
x[92] = +2.6973  job_id = 4b814d39-f6fd-442a-9e46-92ccfe85eec0
x[93] = +2.7608  job_id = 61070097-1817-4a73-a104-4a89dfbeabbe
x[94] = +2.8243  job_id = 88a462b0-28d5-4b2e-8249-02ec942e95d6
x[95] = +2.8877  job_id = 42f246b6-a952-49c3-b4d3-0555b56a30d0
x[96] = +2.9512  job_id = 286e2ba3-8026-4b7b-a31e-4a0c78178477
x[97] = +3.0147  job_id = 596f18ab-de1e-4b2e-9539-d19f0d2ddd24
x[98] = +3.0781  job_id = c89c0df3-3ddc-4271-8553-85442ab240ff
x[99] = +3.1416  job_id = 4de6ebe8-0915-4101-a2e0-eef7712b40e1
